Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
22,No,Travel_Frequently,383,Sales,18,2,Life Sciences,1,1164,4,Male,85,2,2,Sales Executive,4,Single,5513,19868,3,Y,No,11,4,3,80,3,2,2,2,2,2,2,2
46,No,Travel_Rarely,1343,Research & Development,20,2,Technical Degree,1,1165,4,Male,64,4,3,Sales Representative,4,Single,9161,9147,1,Y,No,13,3,1,80,0,26,2,3,2,2,0,2
59,No,Travel_Rarely,1049,Research & Development,3,1,Other,1,1166,4,Female,57,4,1,Laboratory Technician,4,Single,6969,17027,2,Y,No,11,3,2,80,0,40,2,3,0,0,0,0
49,No,Non-Travel,338,Sales,4,4,Life Sciences,1,1167,2,Female,67,3,1,Research Scientist,2,Married,6328,12808,3,Y,No,12,4,3,80,1,29,3,3,5,5,0,1
42,No,Travel_Frequently,1087,Human Resources,4,2,Technical Degree,1,1168,3,Male,77,3,1,Laboratory Technician,4,Married,5537,2258,1,Y,No,14,3,1,80,2,22,5,4,22,2,2,2
42,Yes,Travel_Rarely,1138,Research & Development,26,3,Marketing,1,1169,1,Male,81,3,1,Manufacturing Director,1,Married,6644,22208,4,Y,No,13,3,1,80,0,24,1,3,3,1,1,2
45,No,Travel_Rarely,1341,Sales,3,3,Other,1,1170,1,Female,55,4,1,Sales Executive,3,Married,6485,5153,2,Y,Yes,12,3,4,80,1,26,4,2,4,4,3,1
44,No,Travel_Rarely,413,Research & Development,3,3,Life Sciences,1,1171,3,Male,70,2,3,Sales Representative,3,Single,9342,14794,5,Y,No,14,4,4,80,0,25,5,4,24,1,1,6
40,No,Travel_Rarely,1483,Sales,3,3,Medical,1,1172,4,Female,94,3,1,Laboratory Technician,3,Single,4652,10468,4,Y,No,14,3,2,80,0,21,3,2,8,1,1,2
38,No,Travel_Rarely,316,Research & Development,13,4,Life Sciences,1,1173,1,Female,98,3,2,Research Scientist,3,Single,7504,10614,5,Y,Yes,16,3,2,80,0,18,6,3,9,1,1,5
36,Yes,Travel_Rarely,941,Research & Development,21,2,Technical Degree,1,1174,1,Female,46,3,1,Sales Executive,1,Married,4988,13983,0,Y,Yes,14,3,4,80,0,18,2,3,6,2,2,0
30,No,Travel_Rarely,1020,Human Resources,5,2,Life Sciences,1,1175,3,Male,43,3,1,Laboratory Technician,4,Single,4543,26925,1,Y,No,11,3,1,80,2,11,4,4,11,1,1,0
34,No,Travel_Rarely,687,Research & Development,2,3,Medical,1,1176,2,Male,77,3,2,Laboratory Technician,3,Single,5745,12265,0,Y,No,12,3,3,80,0,15,3,3,8,1,0,8
22,No,Travel_Frequently,766,Research & Development,9,3,Life Sciences,1,1177,3,Male,59,3,1,Research Scientist,4,Married,4371,6635,1,Y,No,14,4,3,80,3,3,2,3,3,2,1,3
36,No,Travel_Frequently,1347,Research & Development,3,3,Life Sciences,1,1178,2,Female,32,2,3,Manufacturing Director,1,Divorced,10835,17376,6,Y,No,14,3,4,80,0,17,3,3,8,6,2,2
28,No,Travel_Rarely,1003,Sales,2,2,Medical,1,1179,1,Female,54,3,2,Laboratory Technician,3,Single,5995,7979,2,Y,No,11,3,4,80,3,10,2,4,9,3,1,2
27,Yes,Travel_Frequently,796,Research & Development,21,5,Technical Degree,1,1180,3,Male,86,3,1,Research Director,3,Married,4938,4723,5,Y,No,17,4,2,80,1,8,1,3,2,2,2,1
39,No,Travel_Rarely,281,Research & Development,19,4,Medical,1,1181,4,Male,86,4,2,Laboratory Technician,3,Married,8117,3344,1,Y,Yes,16,3,3,80,1,19,1,2,3,1,1,3
50,No,Travel_Frequently,112,Sales,29,2,Technical Degree,1,1182,3,Female,65,3,1,Manager,4,Divorced,5782,2664,1,Y,No,13,3,3,80,0,30,3,3,11,1,1,0
45,No,Travel_Rarely,277,Research & Development,7,2,Life Sciences,1,1183,4,Female,63,1,2,Sales Executive,2,Divorced,5820,12832,6,Y,No,15,3,4,80,1,27,3,3,2,2,1,2
23,No,Travel_Rarely,1438,Research & Development,4,5,Medical,1,1184,2,Female,71,3,2,Research Scientist,2,Single,6316,12722,1,Y,No,12,3,4,80,2,2,2,3,2,2,2,2
28,No,Travel_Rarely,1169,Research & Development,14,4,Medical,1,1185,4,Male,45,2,1,Research Scientist,4,Single,4583,6715,4,Y,No,18,3,3,80,0,9,2,3,2,2,1,2
45,No,Travel_Rarely,1453,Sales,3,3,Life Sciences,1,1186,2,Male,67,3,1,Laboratory Technician,3,Divorced,6129,21620,1,Y,No,21,4,4,80,0,26,1,3,12,5,1,2
28,No,Non-Travel,152,Sales,4,4,Medical,1,1187,4,Female,31,1,1,Sales Representative,2,Married,4484,5313,7,Y,No,13,3,1,80,0,8,2,3,1,1,1,0
35,No,Travel_Rarely,1052,Sales,4,4,Medical,1,1188,3,Female,63,3,1,Sales Executive,3,Married,6088,24890,2,Y,No,19,3,3,80,0,17,4,3,12,9,0,3
42,No,Travel_Rarely,164,Research & Development,28,4,Medical,1,1189,2,Male,54,2,1,Sales Executive,3,Married,5402,16728,4,Y,Yes,12,3,1,80,0,21,4,2,6,2,1,0
28,No,Travel_Rarely,1195,Sales,13,3,Marketing,1,1190,2,Male,77,1,1,Sales Representative,4,Married,6177,2782,0,Y,No,13,3,2,80,1,8,3,2,1,1,1,1
38,No,Travel_Rarely,634,Research & Development,2,3,Medical,1,1191,3,Male,75,4,1,Sales Executive,1,Divorced,5718,26077,2,Y,No,19,3,3,80,0,17,6,2,5,2,2,0
25,No,Travel_Rarely,236,Sales,2,1,Life Sciences,1,1192,1,Male,57,4,1,Manufacturing Director,3,Divorced,5169,9763,6,Y,No,15,4,4,80,1,7,4,3,2,0,0,2
32,No,Travel_Rarely,896,Research & Development,18,5,Life Sciences,1,1193,4,Male,31,3,1,Laboratory Technician,3,Married,4925,13301,5,Y,No,17,3,3,80,2,14,1,3,3,1,1,0
40,No,Travel_Frequently,493,Research & Development,16,3,Medical,1,1194,2,Female,48,2,2,Manager,4,Single,7609,9174,0,Y,No,14,3,3,80,1,22,2,3,3,1,1,2
23,Yes,Travel_Frequently,1023,Research & Development,11,2,Life Sciences,1,1195,2,Male,74,4,2,Sales Executive,4,Divorced,4488,20235,1,Y,No,11,3,1,80,0,3,1,3,0,0,0,0
41,No,Non-Travel,1021,Sales,3,5,Life Sciences,1,1196,2,Female,35,4,3,Sales Executive,3,Single,8778,14190,1,Y,No,22,3,3,80,1,23,2,3,23,0,0,4
37,Yes,Travel_Rarely,1087,Research & Development,7,5,Medical,1,1197,1,Male,38,4,1,Laboratory Technician,2,Single,6022,5391,0,Y,Yes,14,3,3,80,0,17,3,4,0,0,0,0
42,No,Travel_Frequently,1488,Sales,9,5,Medical,1,1198,3,Female,75,3,3,Research Director,1,Divorced,9107,4689,3,Y,No,15,3,3,80,0,22,1,2,8,3,0,1
39,No,Travel_Rarely,642,Research & Development,25,4,Life Sciences,1,1199,3,Female,83,1,1,Research Scientist,2,Single,4500,20159,1,Y,No,13,3,2,80,0,20,4,3,3,3,0,3
49,No,Travel_Rarely,752,Research & Development,3,5,Marketing,1,1200,4,Male,53,2,2,Research Scientist,1,Single,7373,7999,1,Y,No,17,3,3,80,3,29,3,3,7,4,1,7
38,Yes,Travel_Rarely,1226,Sales,8,3,Medical,1,1201,1,Male,64,4,1,Manufacturing Director,4,Single,4686,5526,3,Y,Yes,17,4,3,80,1,18,3,2,3,3,1,0
33,No,Non-Travel,910,Research & Development,3,4,Life Sciences,1,1202,4,Male,96,4,2,Research Director,4,Divorced,6689,14532,2,Y,Yes,11,3,3,80,0,14,0,3,8,0,0,5
38,No,Travel_Frequently,154,Research & Development,6,4,Marketing,1,1203,2,Male,96,3,2,Manager,3,Married,6293,22087,3,Y,No,16,3,1,80,1,17,1,3,9,1,1,2
42,No,Non-Travel,1280,Sales,3,3,Medical,1,1204,4,Female,52,3,2,Human Resources,2,Married,8578,9037,8,Y,Yes,18,3,3,80,0,23,3,3,8,0,0,2
37,Yes,Travel_Frequently,174,Research & Development,17,2,Medical,1,1205,1,Female,87,3,2,Sales Executive,1,Single,7207,8979,0,Y,Yes,19,3,3,80,3,18,4,3,1,1,1,1
37,No,Non-Travel,341,Sales,4,5,Medical,1,1206,4,Male,72,3,1,Sales Executive,4,Married,4204,22862,3,Y,Yes,17,4,4,80,3,19,4,3,7,4,1,4
31,No,Travel_Frequently,245,Research & Development,6,3,Life Sciences,1,1207,3,Male,98,3,1,Manufacturing Director,4,Married,6069,5776,1,Y,No,17,3,4,80,0,13,3,3,2,1,1,2
31,No,Travel_Rarely,211,Research & Development,6,4,Marketing,1,1208,2,Male,63,3,2,Manager,2,Single,6523,17454,1,Y,Yes,13,3,4,80,0,12,2,2,0,0,0,0
24,No,Travel_Rarely,138,Sales,19,1,Life Sciences,1,1209,1,Female,84,2,2,Research Scientist,3,Married,6485,25879,0,Y,No,11,3,3,80,1,6,2,4,4,4,4,2
53,Yes,Travel_Rarely,179,Research & Development,14,1,Other,1,1210,3,Male,84,3,1,Research Scientist,2,Single,6765,23047,0,Y,No,14,3,2,80,1,34,4,3,4,3,1,3
26,No,Travel_Rarely,720,Research & Development,2,3,Technical Degree,1,1211,1,Male,65,3,2,Manager,2,Divorced,6574,3634,1,Y,No,11,3,4,80,0,8,1,3,4,4,2,1
31,No,Travel_Rarely,455,Research & Development,2,3,Medical,1,1212,3,Female,86,3,4,Sales Executive,1,Married,9805,10061,1,Y,No,13,3,3,80,1,11,3,2,9,1,1,3
31,No,Travel_Rarely,279,Research & Development,8,4,Life Sciences,1,1213,3,Female,48,2,1,Research Scientist,3,Divorced,5105,5640,6,Y,Yes,13,3,2,80,0,13,2,3,3,1,1,1
45,No,Travel_Rarely,1022,Research & Development,6,3,Life Sciences,1,1214,4,Male,39,2,2,Laboratory Technician,1,Single,7641,25735,3,Y,Yes,12,3,4,80,1,27,2,4,3,3,1,0
34,Yes,Non-Travel,418,Research & Development,4,2,Life Sciences,1,1215,4,Female,60,3,1,Laboratory Technician,1,Divorced,5210,26649,9,Y,Yes,17,3,1,80,0,14,2,4,0,0,0,0
48,No,Non-Travel,128,Research & Development,15,2,Medical,1,1216,2,Male,96,3,2,Healthcare Representative,1,Married,7771,7947,2,Y,No,12,3,2,80,1,29,5,3,8,3,3,4
31,No,Travel_Rarely,687,Research & Development,2,3,Life Sciences,1,1217,2,Male,65,3,2,Research Scientist,2,Married,6408,18773,1,Y,No,21,3,4,80,1,13,4,2,6,2,0,6
40,No,Travel_Rarely,536,Research & Development,29,2,Medical,1,1218,2,Female,74,3,1,Manufacturing Director,3,Divorced,4390,23055,1,Y,No,18,3,4,80,1,22,4,3,3,2,2,2
29,No,Travel_Rarely,547,Research & Development,1,4,Life Sciences,1,1219,4,Female,74,3,2,Laboratory Technician,2,Married,6316,7914,1,Y,Yes,19,3,4,80,1,9,2,3,9,4,4,3
56,No,Travel_Rarely,724,Research & Development,2,3,Other,1,1220,4,Male,39,3,1,Laboratory Technician,4,Single,6860,6768,1,Y,No,13,3,2,80,0,36,1,3,5,1,1,0
26,No,Travel_Frequently,1036,Research & Development,4,2,Life Sciences,1,1221,4,Male,57,3,1,Manufacturing Director,2,Married,5759,2373,3,Y,No,16,3,4,80,0,6,6,3,4,1,1,4
40,No,Travel_Rarely,963,Research & Development,7,3,Other,1,1222,4,Male,79,3,3,Research Scientist,2,Married,9303,12354,2,Y,No,12,3,4,80,0,19,1,3,5,5,1,3
43,No,Travel_Rarely,1411,Research & Development,3,2,Other,1,1223,4,Male,98,2,2,Sales Executive,2,Married,6860,24494,1,Y,No,16,3,4,80,0,23,2,3,7,1,1,5
41,No,Travel_Frequently,825,Research & Development,13,2,Medical,1,1224,4,Male,42,4,1,Sales Executive,2,Single,4748,24583,0,Y,Yes,11,3,4,80,0,22,2,2,8,2,0,5
35,Yes,Travel_Frequently,762,Research & Development,5,3,Marketing,1,1225,2,Male,59,4,1,Research Scientist,1,Married,5374,5275,0,Y,Yes,18,4,3,80,1,17,2,3,2,2,2,1
36,No,Travel_Rarely,400,Research & Development,1,4,Medical,1,1226,4,Male,37,3,1,Laboratory Technician,2,Single,4644,7183,1,Y,No,13,3,1,80,0,18,2,3,1,1,1,1
37,No,Travel_Frequently,1157,Sales,20,5,Medical,1,1227,4,Female,47,2,1,Manager,4,Married,4625,12256,0,Y,No,16,3,4,80,0,16,4,3,1,1,1,1
36,No,Travel_Rarely,299,Research & Development,27,4,Life Sciences,1,1228,2,Female,56,1,1,Healthcare Representative,3,Married,4641,21535,4,Y,No,16,3,4,80,2,18,5,4,7,2,2,0
46,No,Travel_Rarely,788,Research & Development,10,3,Life Sciences,1,1229,1,Female,68,3,3,Manager,4,Married,9377,17332,0,Y,No,13,4,2,80,1,28,2,3,14,6,2,3
57,Yes,Travel_Rarely,691,Research & Development,16,3,Medical,1,1230,2,Male,46,2,1,Research Scientist,1,Single,7429,14891,3,Y,No,13,3,4,80,0,38,1,3,4,4,0,4
32,No,Travel_Rarely,1022,Sales,2,3,Medical,1,1231,4,Female,46,3,1,Research Scientist,3,Married,3328,16836,1,Y,Yes,15,3,3,80,0,14,3,4,1,1,1,1
25,Yes,Travel_Rarely,1384,Sales,4,4,Medical,1,1232,3,Female,84,3,2,Research Scientist,2,Single,7116,4490,0,Y,Yes,17,3,3,80,0,6,2,3,6,2,0,6
36,No,Travel_Rarely,1424,Research & Development,5,5,Life Sciences,1,1233,2,Female,97,3,4,Sales Executive,4,Single,10237,13990,4,Y,No,15,4,3,80,0,15,6,3,13,1,1,8
60,No,Travel_Rarely,336,Research & Development,29,2,Life Sciences,1,1234,4,Female,53,4,2,Sales Executive,4,Divorced,8293,26801,2,Y,Yes,17,3,1,80,2,40,1,3,15,3,3,4
30,No,Travel_Frequently,468,Sales,7,1,Life Sciences,1,1235,1,Female,78,3,2,Laboratory Technician,4,Divorced,7110,4297,1,Y,No,17,3,2,80,0,10,1,3,7,6,3,1
52,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,1236,4,Male,48,4,3,Human Resources,1,Married,9795,15026,6,Y,No,14,3,4,80,1,32,3,2,14,6,2,1
52,Yes,Travel_Rarely,826,Research & Development,5,4,Life Sciences,1,1237,4,Male,95,1,1,Sales Executive,2,Married,5443,9457,0,Y,Yes,15,3,2,80,3,31,3,3,0,0,0,0
32,No,Travel_Frequently,735,Sales,1,4,Life Sciences,1,1238,4,Female,77,2,2,Sales Executive,1,Divorced,5503,15541,1,Y,Yes,15,3,1,80,1,14,2,3,1,1,0,1
42,No,Travel_Rarely,1095,Research & Development,3,4,Life Sciences,1,1239,1,Female,86,3,1,Healthcare Representative,1,Divorced,6196,16385,3,Y,No,18,3,4,80,0,23,2,3,1,1,1,1
52,No,Non-Travel,943,Research & Development,6,5,Technical Degree,1,1240,4,Female,33,3,2,Research Scientist,1,Single,8768,16476,3,Y,No,14,4,2,80,1,32,2,3,9,9,0,3
34,No,Travel_Rarely,1458,Research & Development,5,3,Life Sciences,1,1241,2,Male,72,1,1,Manager,2,Divorced,4670,23318,1,Y,No,18,3,3,80,2,15,2,3,1,1,1,1
35,No,Travel_Rarely,918,Research & Development,1,5,Medical,1,1242,3,Male,67,3,1,Healthcare Representative,2,Married,6057,11801,0,Y,No,16,3,4,80,1,15,2,2,5,2,0,0
32,No,Travel_Rarely,753,Research & Development,2,5,Life Sciences,1,1243,3,Male,51,3,2,Research Director,3,Married,6669,14954,5,Y,No,13,3,3,80,2,13,4,3,4,0,0,4
28,No,Travel_Rarely,860,Human Resources,8,4,Technical Degree,1,1244,3,Female,48,4,1,Research Scientist,3,Single,5662,2366,1,Y,No,15,4,4,80,1,10,1,3,3,2,2,3
31,No,Travel_Rarely,1232,Research & Development,12,3,Medical,1,1245,4,Male,71,3,3,Manufacturing Director,4,Married,7434,21758,1,Y,No,12,4,4,80,2,10,2,3,10,0,0,7
26,No,Travel_Rarely,958,Sales,6,2,Life Sciences,1,1246,3,Male,79,3,1,Laboratory Technician,1,Single,3576,8557,2,Y,No,11,3,4,80,3,8,3,2,1,1,0,1
37,No,Travel_Rarely,1006,Sales,13,3,Medical,1,1247,4,Male,32,4,1,Manufacturing Director,1,Single,4829,22430,6,Y,No,17,3,3,80,1,18,0,3,3,3,1,3
30,No,Travel_Rarely,1459,Research & Development,3,3,Life Sciences,1,1248,2,Male,70,3,3,Laboratory Technician,3,Single,7880,8710,0,Y,No,17,3,3,80,1,10,4,3,10,2,1,4
39,No,Travel_Rarely,966,Research & Development,2,4,Medical,1,1249,3,Female,42,3,1,Sales Executive,3,Divorced,6241,2363,4,Y,No,15,3,3,80,1,19,3,3,0,0,0,0
23,No,Travel_Rarely,633,Sales,17,2,Life Sciences,1,1250,3,Female,40,3,1,Laboratory Technician,1,Divorced,4195,5950,2,Y,No,15,3,4,80,1,2,1,3,2,2,0,2
40,No,Travel_Rarely,1068,Research & Development,5,3,Other,1,1251,2,Female,74,3,3,Laboratory Technician,4,Single,8553,26642,1,Y,No,13,3,4,80,2,22,4,1,12,1,1,7
45,No,Travel_Rarely,1023,Sales,6,4,Medical,1,1252,4,Male,52,2,4,Manager,2,Divorced,11369,10059,3,Y,Yes,16,3,4,80,0,27,2,3,19,1,1,3
19,Yes,Travel_Rarely,121,Research & Development,28,2,Life Sciences,1,1253,3,Female,61,2,2,Healthcare Representative,2,Divorced,5338,4804,8,Y,No,21,3,3,80,1,1,3,3,1,1,0,1
40,No,Travel_Rarely,755,Research & Development,6,3,Marketing,1,1254,3,Male,55,3,1,Manufacturing Director,3,Married,4757,5052,1,Y,No,18,3,3,80,1,20,4,3,3,3,3,0
48,No,Travel_Frequently,1140,Research & Development,1,3,Life Sciences,1,1255,4,Female,75,3,2,Sales Executive,2,Single,7696,9823,0,Y,Yes,15,3,2,80,1,27,4,3,6,5,2,1
26,No,Travel_Rarely,799,Research & Development,26,4,Technical Degree,1,1256,3,Male,63,3,1,Healthcare Representative,3,Married,4127,3032,6,Y,No,15,3,1,80,1,6,2,2,1,1,1,1
52,Yes,Travel_Frequently,1191,Sales,1,2,Medical,1,1257,1,Male,97,2,3,Laboratory Technician,2,Divorced,9507,14833,3,Y,Yes,14,4,4,80,0,34,2,3,2,0,0,1
41,Yes,Travel_Rarely,732,Research & Development,11,4,Marketing,1,1258,3,Female,55,2,1,Sales Representative,2,Married,4939,7417,1,Y,Yes,11,3,2,80,0,22,2,3,1,0,0,1
31,No,Travel_Rarely,1476,Sales,5,3,Life Sciences,1,1259,3,Female,82,3,1,Sales Representative,4,Married,5332,15027,2,Y,No,14,4,2,80,2,11,3,3,3,1,1,2
36,No,Travel_Rarely,511,Research & Development,7,5,Technical Degree,1,1260,4,Male,48,3,3,Sales Executive,2,Married,8939,5600,3,Y,Yes,17,3,4,80,3,15,5,3,15,4,1,1
42,No,Travel_Frequently,231,Sales,8,3,Marketing,1,1261,1,Female,66,3,1,Manager,4,Married,6475,12800,4,Y,Yes,12,3,1,80,0,24,1,3,3,1,1,3
38,No,Travel_Rarely,703,Research & Development,6,3,Life Sciences,1,1262,3,Male,69,3,1,Sales Executive,2,Married,5093,16985,6,Y,No,14,3,4,80,1,19,0,3,6,4,3,2
42,No,Travel_Rarely,859,Research & Development,14,2,Life Sciences,1,1263,1,Male,53,4,1,Research Scientist,3,Single,4690,3638,1,Y,No,12,3,1,80,2,22,4,3,4,1,1,3
29,Yes,Travel_Rarely,590,Research & Development,25,1,Life Sciences,1,1264,1,Male,63,3,3,Laboratory Technician,2,Single,7741,12025,1,Y,Yes,17,3,4,80,1,10,2,3,4,2,0,0
39,No,Travel_Rarely,440,Research & Development,2,3,Other,1,1265,3,Male,50,3,3,Sales Executive,4,Divorced,9822,9628,3,Y,No,11,3,3,80,1,20,2,3,20,12,0,1
24,No,Travel_Rarely,1041,Research & Development,15,2,Life Sciences,1,1266,2,Male,30,4,1,Healthcare Representative,4,Divorced,2760,8080,1,Y,No,17,4,1,80,0,3,1,3,2,1,1,2
36,No,Travel_Rarely,629,Sales,2,3,Medical,1,1267,4,Male,45,4,2,Sales Executive,1,Single,8036,17150,2,Y,Yes,18,3,3,80,1,16,2,3,7,1,1,5
29,No,Travel_Rarely,984,Sales,2,3,Life Sciences,1,1268,3,Male,79,3,1,Sales Executive,1,Divorced,3552,16752,1,Y,No,14,3,4,80,1,8,5,3,4,1,1,4
30,No,Travel_Rarely,1190,Research & Development,29,3,Life Sciences,1,1269,2,Female,84,4,1,Laboratory Technician,4,Married,5384,17802,0,Y,No,13,3,3,80,1,12,5,3,0,0,0,0
48,No,Travel_Rarely,1165,Sales,7,2,Medical,1,1270,3,Male,50,3,2,Healthcare Representative,4,Married,7104,6051,2,Y,No,16,3,4,80,1,29,2,3,5,2,0,3
47,No,Travel_Frequently,626,Sales,2,4,Other,1,1271,1,Female,59,3,3,Sales Representative,3,Married,9004,9210,3,Y,No,20,3,4,80,0,26,5,3,12,1,1,1
42,No,Travel_Rarely,895,Research & Development,9,5,Medical,1,1272,4,Male,33,3,1,Healthcare Representative,3,Divorced,3834,7316,4,Y,No,19,3,2,80,3,21,2,2,1,1,1,1
27,Yes,Travel_Rarely,730,Human Resources,4,2,Technical Degree,1,1273,1,Female,47,3,2,Manufacturing Director,4,Divorced,7803,15555,2,Y,Yes,15,3,4,80,1,9,4,2,1,1,1,1
34,Yes,Travel_Rarely,1319,Research & Development,7,2,Medical,1,1274,1,Male,85,3,2,Research Scientist,1,Single,7180,13577,0,Y,No,12,3,2,80,1,14,2,3,1,1,1,1
48,No,Travel_Frequently,1330,Research & Development,10,5,Life Sciences,1,1275,3,Male,72,3,2,Sales Executive,3,Divorced,8267,10320,1,Y,Yes,14,3,3,80,3,27,4,1,10,0,0,4
38,No,Travel_Rarely,582,Research & Development,19,1,Life Sciences,1,1276,4,Male,44,4,1,Sales Executive,3,Single,4926,21670,4,Y,No,11,3,2,80,2,19,2,3,9,3,3,5
58,No,Travel_Rarely,230,Sales,1,5,Medical,1,1277,4,Male,48,3,2,Laboratory Technician,4,Married,7975,4434,1,Y,Yes,13,3,3,80,2,39,2,2,6,0,0,4
41,No,Travel_Frequently,336,Research & Development,3,1,Other,1,1278,2,Male,87,3,1,Manufacturing Director,1,Married,6181,26374,3,Y,Yes,16,3,1,80,1,22,5,3,4,3,3,4
39,No,Travel_Rarely,615,Research & Development,2,4,Technical Degree,1,1279,2,Female,45,1,3,Research Scientist,3,Married,8038,4997,2,Y,Yes,14,4,2,80,1,20,2,2,15,3,0,10
34,No,Travel_Rarely,890,Human Resources,2,3,Life Sciences,1,1280,3,Female,53,4,3,Healthcare Representative,3,Single,8306,21347,1,Y,Yes,13,3,3,80,0,13,6,3,10,1,1,3
38,No,Travel_Frequently,1020,Sales,27,5,Life Sciences,1,1281,4,Female,77,3,3,Laboratory Technician,4,Divorced,7919,11265,4,Y,No,15,3,3,80,0,19,1,3,12,5,1,3
36,No,Travel_Rarely,565,Research & Development,26,3,Life Sciences,1,1282,2,Female,69,3,1,Sales Executive,3,Single,5099,23643,0,Y,No,14,4,3,80,1,15,0,3,12,7,3,6
43,No,Travel_Frequently,1034,Sales,13,4,Other,1,1283,3,Male,62,3,3,Sales Executive,4,Single,7706,3941,2,Y,No,17,3,3,80,1,23,4,3,7,5,2,3
46,No,Travel_Frequently,1412,Sales,10,2,Technical Degree,1,1284,1,Male,93,3,2,Manager,4,Married,6576,11426,1,Y,No,11,3,2,80,0,27,3,3,4,1,1,4
30,No,Non-Travel,1013,Sales,18,3,Marketing,1,1285,1,Male,45,4,3,Healthcare Representative,3,Married,7512,10448,0,Y,Yes,17,3,4,80,3,10,2,1,10,3,3,1
25,No,Travel_Rarely,324,Human Resources,2,4,Life Sciences,1,1286,3,Male,82,3,3,Sales Representative,1,Divorced,8212,26829,2,Y,Yes,15,4,3,80,1,4,1,2,4,4,1,1
20,No,Travel_Rarely,912,Research & Development,2,3,Medical,1,1287,1,Male,41,3,1,Sales Executive,3,Married,3535,26639,2,Y,No,16,3,2,80,1,2,3,2,0,0,0,0
42,Yes,Travel_Rarely,859,Research & Development,4,5,Medical,1,1288,2,Male,73,2,2,Human Resources,4,Single,8147,6821,3,Y,No,11,3,3,80,0,22,2,2,0,0,0,0
27,No,Travel_Rarely,1318,Research & Development,17,3,Life Sciences,1,1289,2,Male,91,4,2,Sales Executive,1,Divorced,7441,17783,3,Y,Yes,18,3,4,80,0,8,2,2,8,0,0,2
18,No,Travel_Rarely,591,Sales,7,4,Medical,1,1290,3,Male,62,4,2,Sales Executive,3,Married,5353,15431,3,Y,No,17,3,1,80,2,0,3,3,0,0,0,0
40,No,Travel_Rarely,693,Sales,7,3,Life Sciences,1,1291,1,Female,81,3,3,Human Resources,1,Single,7817,5939,1,Y,No,20,3,2,80,0,20,3,2,14,4,1,3
59,No,Travel_Rarely,938,Sales,3,5,Life Sciences,1,1292,3,Female,87,3,2,Research Scientist,1,Married,9413,6273,2,Y,Yes,13,3,4,80,1,38,5,4,3,3,3,3
37,No,Travel_Rarely,835,Research & Development,10,5,Human Resources,1,1293,4,Male,40,3,1,Manufacturing Director,3,Married,3847,26731,2,Y,No,13,3,3,80,1,16,3,3,1,1,1,1
45,No,Travel_Rarely,1106,Research & Development,21,3,Marketing,1,1294,1,Female,79,3,1,Sales Executive,3,Married,4997,13369,1,Y,No,11,3,3,80,1,24,2,4,1,1,0,1
38,No,Travel_Frequently,158,Research & Development,5,5,Medical,1,1295,3,Female,94,3,2,Laboratory Technician,3,Married,5679,5227,2,Y,Yes,13,3,4,80,1,18,2,1,1,0,0,1
36,No,Travel_Frequently,889,Sales,10,4,Medical,1,1296,4,Male,70,3,2,Sales Representative,4,Divorced,7571,7443,7,Y,No,19,3,1,80,0,15,2,3,2,1,1,2
45,No,Non-Travel,272,Sales,5,2,Life Sciences,1,1297,2,Male,43,1,1,Research Scientist,1,Divorced,6258,8777,1,Y,No,16,3,3,80,0,25,2,3,5,5,3,1
34,No,Travel_Rarely,542,Sales,15,4,Marketing,1,1298,1,Male,39,4,2,Manufacturing Director,1,Married,8095,14818,6,Y,Yes,13,3,2,80,1,15,2,4,8,1,1,2
39,No,Non-Travel,1026,Research & Development,7,2,Marketing,1,1299,1,Female,48,3,2,Sales Executive,4,Single,6847,10451,0,Y,No,15,3,1,80,1,20,4,3,20,3,1,3
40,No,Travel_Frequently,322,Research & Development,5,4,Marketing,1,1300,3,Female,37,4,2,Manufacturing Director,3,Divorced,6541,13426,1,Y,No,15,3,2,80,0,20,4,3,4,2,2,3
31,No,Travel_Rarely,533,Research & Development,6,2,Marketing,1,1301,3,Male,66,3,2,Research Scientist,2,Married,6060,6241,1,Y,Yes,11,3,3,80,0,11,3,2,5,0,0,5
46,No,Travel_Rarely,1084,Research & Development,2,2,Life Sciences,1,1302,2,Male,35,3,2,Sales Executive,4,Married,6774,10231,2,Y,Yes,11,3,1,80,0,28,3,2,5,1,1,5
35,No,Travel_Rarely,1011,Research & Development,19,3,Life Sciences,1,1303,4,Male,46,2,1,Research Scientist,4,Married,6063,3845,0,Y,No,18,3,3,80,1,14,2,2,5,2,2,5
30,No,Travel_Rarely,229,Research & Development,29,3,Medical,1,1304,4,Male,61,4,2,Sales Executive,3,Divorced,9181,24252,5,Y,Yes,17,4,4,80,0,11,3,4,5,5,2,3
